p_score,p_acat,p_snp,p_pheWAS_mega_acat,p_pheWAS_mega_acat_p,p_pheWAS_meta_acat,p_pheWAS_meta_acat_p,p_asset_meta,p_pheWAS_hmp,p_oracle,p_oracle_uncorrelated,p_pheWAS_mega,p_pheWAS_meta,p_multiphen,alpha,n_sims,num_sites,total_subjects,max_site,q,q_bin,q_con,intercept_only,flip_y,rm_gender,na_freq,maf,prevalence,num_pca,n_true_con,max_beta_con,direction_con,n_true_bin,max_beta_bin,direction_bin,beta_con,beta_bin,n_k,q_k,empirical_prev,no_case_rate
0.9425,0.8775,0.934,0.8595,0.8055,0.7275,0.6435,0.4735,0.682,0.9705,0.971,0.6915,0.518,0.269,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.396551724137931,Same -- Negative,0/0/0/0/0/0/0/0,-0.396551724137931/-0.396551724137931/-0.396551724137931/-0.396551724137931/-0.396551724137931/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1185130125,0
0.0695,0.063,0.0745,0.167,0.1545,0.2135,0.1955,0.066,0.226,0.0695,0.0695,0.1325,0.1645,0.087,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.09137931034482756,Same -- Positive,0/0/0/0/0/0/0/0,0.0913793103448276/0.0913793103448276/0.0913793103448276/0.0913793103448276/0.0913793103448276/0.0913793103448276/0.0913793103448276/0.0913793103448276,1000/1000/1000/1000/1000,8/7/6/5/8,0.1182552,0
0.9895,0.937,0.982,0.9725,0.943,0.906,0.836,0.679,0.853,0.9895,0.9895,0.8455,0.667,0.329,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.396551724137931,Same -- Negative,0/0/0/0/0/0/0/0,-0.396551724137931/-0.396551724137931/-0.396551724137931/-0.396551724137931/-0.396551724137931/-0.396551724137931/-0.396551724137931/-0.396551724137931,1000/1000/1000/1000/1000,8/7/6/5/8,0.1186626125,0
0.6665,0.654,0.684,0.5175,0.503,0.3835,0.3645,0.1905,0.411,0.836,0.834,0.473,0.3315,0.166,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.4168965517241379,Same -- Negative,0/0/0/0/0/0/0/0,-0.416896551724138/-0.416896551724138/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118441725,0
0.965,0.9185,0.9555,0.911,0.864,0.801,0.721,0.5595,0.7585,0.9855,0.9855,0.7655,0.6105,0.274,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.4168965517241379,Same -- Negative,0/0/0/0/0/0/0/0,-0.416896551724138/-0.416896551724138/-0.416896551724138/-0.416896551724138/-0.416896551724138/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118597475,0
0.992,0.966,0.9915,0.9845,0.965,0.9405,0.8865,0.755,0.897,0.992,0.992,0.883,0.737,0.3485,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.4168965517241379,Same -- Negative,0/0/0/0/0/0/0/0,-0.416896551724138/-0.416896551724138/-0.416896551724138/-0.416896551724138/-0.416896551724138/-0.416896551724138/-0.416896551724138/-0.416896551724138,1000/1000/1000/1000/1000,8/7/6/5/8,0.1187334375,0
0.71,0.6945,0.7225,0.5765,0.5435,0.4325,0.4075,0.2175,0.456,0.8735,0.8725,0.5105,0.3665,0.162,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.4372413793103448,Same -- Negative,0/0/0/0/0/0/0/0,-0.437241379310345/-0.437241379310345/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1183984625,0
0.9735,0.9385,0.9675,0.9315,0.889,0.83,0.748,0.6205,0.786,0.987,0.986,0.798,0.627,0.315,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.4372413793103448,Same -- Negative,0/0/0/0/0/0/0/0,-0.437241379310345/-0.437241379310345/-0.437241379310345/-0.437241379310345/-0.437241379310345/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1185553375,0
0.9935,0.97,0.9915,0.99,0.971,0.959,0.917,0.814,0.924,0.9935,0.9935,0.898,0.7795,0.3755,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.4372413793103448,Same -- Negative,0/0/0/0/0/0/0/0,-0.437241379310345/-0.437241379310345/-0.437241379310345/-0.437241379310345/-0.437241379310345/-0.437241379310345/-0.437241379310345/-0.437241379310345,1000/1000/1000/1000/1000,8/7/6/5/8,0.1187746125,0
0.753,0.739,0.771,0.6055,0.587,0.472,0.443,0.251,0.4865,0.907,0.904,0.5405,0.403,0.179,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.4575862068965517,Same -- Negative,0/0/0/0/0/0/0/0,-0.457586206896552/-0.457586206896552/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118288225,0
0.986,0.956,0.9815,0.9505,0.925,0.8715,0.817,0.6845,0.846,0.9915,0.9925,0.845,0.6925,0.3455,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.4575862068965517,Same -- Negative,0/0/0/0/0/0/0/0,-0.457586206896552/-0.457586206896552/-0.457586206896552/-0.457586206896552/-0.457586206896552/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118699075,0
0.997,0.98,0.995,0.994,0.9845,0.9735,0.9305,0.8485,0.9375,0.997,0.997,0.924,0.809,0.4105,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.4575862068965517,Same -- Negative,0/0/0/0/0/0/0/0,-0.457586206896552/-0.457586206896552/-0.457586206896552/-0.457586206896552/-0.457586206896552/-0.457586206896552/-0.457586206896552/-0.457586206896552,1000/1000/1000/1000/1000,8/7/6/5/8,0.1188406625,0
0.082,0.081,0.088,0.1075,0.0965,0.1235,0.112,0.032,0.1285,0.119,0.101,0.092,0.1055,0.086,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.11172413793103449,Same -- Positive,0/0/0/0/0/0/0/0,0.111724137931034/0.111724137931034/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1183161375,0
0.8005,0.7975,0.817,0.6625,0.631,0.525,0.496,0.281,0.5435,0.9275,0.925,0.6,0.4605,0.1725,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.4779310344827586,Same -- Negative,0/0/0/0/0/0/0/0,-0.477931034482759/-0.477931034482759/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1184351625,0
0.9935,0.971,0.992,0.965,0.9435,0.904,0.8515,0.755,0.8795,0.9965,0.997,0.8805,0.747,0.3515,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.4779310344827586,Same -- Negative,0/0/0/0/0/0/0/0,-0.477931034482759/-0.477931034482759/-0.477931034482759/-0.477931034482759/-0.477931034482759/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118657075,0
0.998,0.9925,0.999,0.9965,0.9935,0.988,0.9695,0.9035,0.9725,0.998,0.998,0.959,0.8695,0.4255,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.4779310344827586,Same -- Negative,0/0/0/0/0/0/0/0,-0.477931034482759/-0.477931034482759/-0.477931034482759/-0.477931034482759/-0.477931034482759/-0.477931034482759/-0.477931034482759/-0.477931034482759,1000/1000/1000/1000/1000,8/7/6/5/8,0.1189419375,0
0.8275,0.818,0.8395,0.705,0.6855,0.569,0.539,0.3325,0.591,0.9405,0.939,0.6525,0.5075,0.1935,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.49827586206896546,Same -- Negative,0/0/0/0/0/0/0/0,-0.498275862068965/-0.498275862068965/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1183620125,0
0.997,0.982,0.9945,0.979,0.9615,0.9445,0.89,0.8045,0.908,0.999,0.9985,0.9075,0.794,0.3705,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.49827586206896546,Same -- Negative,0/0/0/0/0/0/0/0,-0.498275862068965/-0.498275862068965/-0.498275862068965/-0.498275862068965/-0.498275862068965/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1187188625,0
0.9995,0.995,0.9995,0.9995,0.997,0.9905,0.975,0.9305,0.9775,0.9995,0.9995,0.969,0.8975,0.468,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.49827586206896546,Same -- Negative,0/0/0/0/0/0/0/0,-0.498275862068965/-0.498275862068965/-0.498275862068965/-0.498275862068965/-0.498275862068965/-0.498275862068965/-0.498275862068965/-0.498275862068965,1000/1000/1000/1000/1000,8/7/6/5/8,0.118966275,0
0.839,0.832,0.846,0.7285,0.7075,0.598,0.5825,0.3725,0.62,0.949,0.9495,0.6745,0.532,0.196,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.5186206896551724,Same -- Negative,0/0/0/0/0/0/0/0,-0.518620689655172/-0.518620689655172/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1183509625,0
0.9965,0.988,0.996,0.988,0.9705,0.9505,0.912,0.835,0.934,0.998,0.998,0.9355,0.84,0.4145,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.5186206896551724,Same -- Negative,0/0/0/0/0/0/0/0,-0.518620689655172/-0.518620689655172/-0.518620689655172/-0.518620689655172/-0.518620689655172/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.11873315,0
0.9995,0.997,0.9995,0.9995,0.9975,0.996,0.9855,0.964,0.988,0.9995,0.9995,0.9825,0.9275,0.4965,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.5186206896551724,Same -- Negative,0/0/0/0/0/0/0/0,-0.518620689655172/-0.518620689655172/-0.518620689655172/-0.518620689655172/-0.518620689655172/-0.518620689655172/-0.518620689655172/-0.518620689655172,1000/1000/1000/1000/1000,8/7/6/5/8,0.119098725,0
0.8685,0.867,0.8845,0.765,0.7415,0.627,0.599,0.401,0.651,0.9665,0.9635,0.7105,0.56,0.2215,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.5389655172413793,Same -- Negative,0/0/0/0/0/0/0/0,-0.538965517241379/-0.538965517241379/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1184554,0
0.089,0.072,0.0895,0.154,0.1435,0.195,0.177,0.053,0.2115,0.1235,0.103,0.13,0.163,0.092,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.11172413793103449,Same -- Positive,0/0/0/0/0/0/0/0,0.111724137931034/0.111724137931034/0.111724137931034/0.111724137931034/0.111724137931034/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.11819105,0
0.998,0.9915,0.998,0.992,0.982,0.9735,0.9365,0.8845,0.954,0.999,0.999,0.952,0.867,0.44,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.5389655172413793,Same -- Negative,0/0/0/0/0/0/0/0,-0.538965517241379/-0.538965517241379/-0.538965517241379/-0.538965517241379/-0.538965517241379/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1187955,0
1,0.9985,1,1,0.999,0.997,0.991,0.9755,0.9925,1,1,0.988,0.953,0.5195,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.5389655172413793,Same -- Negative,0/0/0/0/0/0/0/0,-0.538965517241379/-0.538965517241379/-0.538965517241379/-0.538965517241379/-0.538965517241379/-0.538965517241379/-0.538965517241379/-0.538965517241379,1000/1000/1000/1000/1000,8/7/6/5/8,0.11902875,0
0.9,0.894,0.906,0.8205,0.8025,0.6945,0.6765,0.471,0.7125,0.9755,0.9775,0.765,0.6275,0.2355,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.5593103448275861,Same -- Negative,0/0/0/0/0/0/0/0,-0.559310344827586/-0.559310344827586/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1185530875,0
0.999,0.9955,0.999,0.9955,0.9875,0.9845,0.961,0.919,0.971,1,1,0.9695,0.8995,0.4625,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.5593103448275861,Same -- Negative,0/0/0/0/0/0/0/0,-0.559310344827586/-0.559310344827586/-0.559310344827586/-0.559310344827586/-0.559310344827586/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.11885975,0
1,0.999,0.9995,1,0.9985,0.998,0.9915,0.9845,0.9935,1,1,0.9905,0.9565,0.553,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.5593103448275861,Same -- Negative,0/0/0/0/0/0/0/0,-0.559310344827586/-0.559310344827586/-0.559310344827586/-0.559310344827586/-0.559310344827586/-0.559310344827586/-0.559310344827586/-0.559310344827586,1000/1000/1000/1000/1000,8/7/6/5/8,0.1190372375,0
0.9205,0.9115,0.9275,0.8425,0.833,0.727,0.709,0.5005,0.756,0.979,0.981,0.809,0.6705,0.239,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.579655172413793,Same -- Negative,0/0/0/0/0/0/0/0,-0.579655172413793/-0.579655172413793/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118454325,0
0.9995,0.997,0.9995,0.999,0.992,0.9905,0.9765,0.944,0.982,1,1,0.974,0.925,0.498,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.579655172413793,Same -- Negative,0/0/0/0/0/0/0/0,-0.579655172413793/-0.579655172413793/-0.579655172413793/-0.579655172413793/-0.579655172413793/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118883875,0
1,1,1,1,1,1,0.996,0.9915,0.998,1,1,0.9955,0.9725,0.611,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.579655172413793,Same -- Negative,0/0/0/0/0/0/0/0,-0.579655172413793/-0.579655172413793/-0.579655172413793/-0.579655172413793/-0.579655172413793/-0.579655172413793/-0.579655172413793/-0.579655172413793,1000/1000/1000/1000/1000,8/7/6/5/8,0.1192456375,0
0.933,0.929,0.938,0.8555,0.8455,0.7525,0.7275,0.5385,0.7685,0.988,0.988,0.812,0.6955,0.2435,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.6,Same -- Negative,0/0/0/0/0/0/0/0,-0.6/-0.6/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1185104625,0
0.9995,0.9985,0.9995,0.999,0.997,0.99,0.978,0.9585,0.985,1,1,0.983,0.943,0.506,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.6,Same -- Negative,0/0/0/0/0/0/0/0,-0.6/-0.6/-0.6/-0.6/-0.6/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.11888945,0
0.0965,0.073,0.0905,0.229,0.211,0.287,0.257,0.085,0.285,0.0965,0.0965,0.1875,0.227,0.0805,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.11172413793103449,Same -- Positive,0/0/0/0/0/0/0/0,0.111724137931034/0.111724137931034/0.111724137931034/0.111724137931034/0.111724137931034/0.111724137931034/0.111724137931034/0.111724137931034,1000/1000/1000/1000/1000,8/7/6/5/8,0.1183176875,0
1,0.9995,1,1,1,1,0.998,0.993,0.998,1,1,0.9975,0.9895,0.635,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.6,Same -- Negative,0/0/0/0/0/0/0/0,-0.6/-0.6/-0.6/-0.6/-0.6/-0.6/-0.6/-0.6,1000/1000/1000/1000/1000,8/7/6/5/8,0.11921415,0
0.0655,0.074,0.07,0.0595,0.054,0.056,0.0535,0.0095,0.068,0.0635,0.0575,0.05,0.051,0.0835,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.01,Opposite,0/0/0/0/0/0/0/0,0.01/-0.01/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1182586875,0
0.062,0.0645,0.0685,0.0515,0.0465,0.0535,0.049,0.009,0.0615,0.064,0.0535,0.042,0.0445,0.075,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.01,Opposite,0/0/0/0/0/0/0/0,0.01/-0.01/0.01/0.01/-0.01/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118216425,0
0.061,0.061,0.064,0.051,0.047,0.06,0.052,0.011,0.0605,0.061,0.061,0.044,0.051,0.079,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.01,Opposite,0/0/0/0/0/0/0/0,0.01/-0.01/0.01/0.01/-0.01/0.01/0.01/-0.01,1000/1000/1000/1000/1000,8/7/6/5/8,0.118265375,0
0.0665,0.074,0.08,0.0505,0.05,0.053,0.0495,0.0145,0.0635,0.068,0.061,0.0435,0.049,0.0815,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.03034482758620689,Opposite,0/0/0/0/0/0/0/0,0.0303448275862069/-0.0303448275862069/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1183155875,0
0.067,0.071,0.069,0.0695,0.0615,0.082,0.071,0.01,0.088,0.0785,0.064,0.0605,0.0685,0.0715,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.03034482758620689,Opposite,0/0/0/0/0/0/0/0,0.0303448275862069/-0.0303448275862069/0.0303448275862069/0.0303448275862069/-0.0303448275862069/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118137825,0
0.0725,0.0705,0.075,0.0715,0.069,0.0755,0.075,0.015,0.086,0.0725,0.0725,0.06,0.065,0.08,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.03034482758620689,Opposite,0/0/0/0/0/0/0/0,0.0303448275862069/-0.0303448275862069/0.0303448275862069/0.0303448275862069/-0.0303448275862069/0.0303448275862069/0.0303448275862069/-0.0303448275862069,1000/1000/1000/1000/1000,8/7/6/5/8,0.11824465,0
0.0655,0.076,0.0725,0.0555,0.053,0.059,0.056,0.0145,0.0695,0.076,0.0665,0.045,0.0515,0.078,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.05068965517241379,Opposite,0/0/0/0/0/0/0/0,0.0506896551724138/-0.0506896551724138/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1181468,0
0.0685,0.068,0.0725,0.069,0.066,0.0855,0.0765,0.0185,0.0915,0.0885,0.0775,0.065,0.0725,0.08,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.05068965517241379,Opposite,0/0/0/0/0/0/0/0,0.0506896551724138/-0.0506896551724138/0.0506896551724138/0.0506896551724138/-0.0506896551724138/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1182181375,0
0.0795,0.075,0.0825,0.066,0.0645,0.0795,0.075,0.0225,0.0935,0.0795,0.0795,0.0605,0.07,0.077,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.05068965517241379,Opposite,0/0/0/0/0/0/0/0,0.0506896551724138/-0.0506896551724138/0.0506896551724138/0.0506896551724138/-0.0506896551724138/0.0506896551724138/0.0506896551724138/-0.0506896551724138,1000/1000/1000/1000/1000,8/7/6/5/8,0.1182121625,0
0.091,0.081,0.094,0.1135,0.111,0.1355,0.1295,0.0365,0.1475,0.1355,0.1175,0.102,0.1215,0.0835,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.13206896551724137,Same -- Positive,0/0/0/0/0/0/0/0,0.132068965517241/0.132068965517241/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.11830405,0
0.072,0.0645,0.075,0.0625,0.063,0.0735,0.0725,0.0135,0.083,0.1015,0.0925,0.0575,0.0645,0.093,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.07103448275862068,Opposite,0/0/0/0/0/0/0/0,0.0710344827586207/-0.0710344827586207/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1183030375,0
0.0925,0.0865,0.0985,0.0915,0.0865,0.0995,0.0945,0.0315,0.113,0.1085,0.096,0.0765,0.0895,0.084,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.07103448275862068,Opposite,0/0/0/0/0/0/0/0,0.0710344827586207/-0.0710344827586207/0.0710344827586207/0.0710344827586207/-0.0710344827586207/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1182113875,0
0.1225,0.111,0.129,0.113,0.108,0.131,0.122,0.0345,0.143,0.1225,0.1225,0.102,0.1085,0.094,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.07103448275862068,Opposite,0/0/0/0/0/0/0/0,0.0710344827586207/-0.0710344827586207/0.0710344827586207/0.0710344827586207/-0.0710344827586207/0.0710344827586207/0.0710344827586207/-0.0710344827586207,1000/1000/1000/1000/1000,8/7/6/5/8,0.1181499625,0
0.0995,0.108,0.1105,0.0815,0.0735,0.084,0.0745,0.016,0.0885,0.1295,0.1245,0.067,0.071,0.0885,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.09137931034482756,Opposite,0/0/0/0/0/0/0/0,0.0913793103448276/-0.0913793103448276/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.11818685,0
0.1105,0.1015,0.113,0.119,0.1065,0.1335,0.1255,0.048,0.1455,0.14,0.1205,0.1,0.114,0.0875,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.09137931034482756,Opposite,0/0/0/0/0/0/0/0,0.0913793103448276/-0.0913793103448276/0.0913793103448276/0.0913793103448276/-0.0913793103448276/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118093625,0
0.169,0.132,0.1585,0.1405,0.134,0.156,0.1455,0.048,0.168,0.169,0.169,0.1145,0.134,0.1135,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.09137931034482756,Opposite,0/0/0/0/0/0/0/0,0.0913793103448276/-0.0913793103448276/0.0913793103448276/0.0913793103448276/-0.0913793103448276/0.0913793103448276/0.0913793103448276/-0.0913793103448276,1000/1000/1000/1000/1000,8/7/6/5/8,0.1182400375,0
0.108,0.1045,0.116,0.0895,0.082,0.093,0.0855,0.025,0.105,0.163,0.152,0.0775,0.0835,0.0795,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.11172413793103449,Opposite,0/0/0/0/0/0/0/0,0.111724137931034/-0.111724137931034/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118256,0
0.145,0.125,0.1475,0.1455,0.1365,0.1615,0.1545,0.054,0.1735,0.1665,0.15,0.122,0.1395,0.0885,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.11172413793103449,Opposite,0/0/0/0/0/0/0/0,0.111724137931034/-0.111724137931034/0.111724137931034/0.111724137931034/-0.111724137931034/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118259975,0
0.223,0.1695,0.2115,0.182,0.1615,0.2095,0.182,0.082,0.214,0.223,0.223,0.1425,0.1615,0.1035,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,8,0.11172413793103449,Opposite,0/0/0/0/0/0/0/0,0.111724137931034/-0.111724137931034/0.111724137931034/0.111724137931034/-0.111724137931034/0.111724137931034/0.111724137931034/-0.111724137931034,1000/1000/1000/1000/1000,8/7/6/5/8,0.118301325,0
0.1225,0.1095,0.128,0.0975,0.0915,0.099,0.091,0.029,0.102,0.1815,0.172,0.087,0.087,0.098,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,2,0.13206896551724137,Opposite,0/0/0/0/0/0/0/0,0.132068965517241/-0.132068965517241/0/0/0/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.118204825,0
0.062,0.0665,0.0685,0.0525,0.053,0.068,0.0585,0.0115,0.0705,0.071,0.0565,0.0505,0.057,0.0655,0.05,2000,5,5000,1000,8,8,0,FALSE,FALSE,FALSE,0.1,0.05,0.1,4,0,0,Same -- Positive,5,0.01,Same -- Positive,0/0/0/0/0/0/0/0,0.01/0.01/0.01/0.01/0.01/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.1181527875,0
